province,city,river,basin,section,monitor_time,quality,water_temp,ph,ph_l,dissolvedoxygen,dissolvedoxygen_l,codmn,codmn_l,nh3-n,nh3-n_l,tp,tn,conductivity,turbidity,chlorophyll,algal_density,section_status
云南省,红河哈尼族彝族自治州,异龙湖,珠江流域,异龙湖中,2024-11-23 08:00:00,-3,18.59,8.3881,-,6.1227,-,11.383,-,,-,0.0393,0.704,569.67,10.653,0.01368,4.11238E+07,维护
江西省,上饶市,信江,长江流域,弋阳,2024-11-23 08:00:00,Ⅱ,16.61,7.6,-,9.207,-,1.911,-,0.025,-,0.0671,1.824,218.19,5.94,,,正常
安徽省,阜阳市,黑茨河,淮河流域,张大桥,2024-11-23 08:00:00,Ⅲ,13.84,8.34,-,9.82,-,3.544,-,0.652,-,0.1023,13.195,1741.8,36.66,,,正常
陕西省,渭南市,沋河,黄河流域,张家庄,2024-11-23 08:00:00,Ⅲ,11.65,7.7937,-,8.9827,-,3.7696,-,0.7302,-,0.0488,5.0436,527.1339,33.5741,,,正常
江苏省,徐州市,京杭大运河（中运河段）,淮河流域,张楼,2024-11-23 08:00:00,Ⅱ,15.09,7.911,-,7.298,-,3.223,-,0.0467,-,0.046,4.032,939.886,19.25,,,正常
湖北省,襄阳市,唐白河,长江流域,张湾,2024-11-23 08:00:00,Ⅱ,10.38,7.63,-,7.796,-,2.054,-,0.118,-,0.0801,5.132,605.033,21.9,,,正常
安徽省,池州市,黄湓河,长江流域,张溪,2024-11-23 08:00:00,Ⅱ,14.96,7.40617,-,7.1014,-,1.0215,-,0.04427,-,0.02177,0.60695,296.1274,15.22151,,,正常
山西省,运城市,涑水河,黄河流域,张留庄,2024-11-23 08:00:00,Ⅳ,12.34,8.3699,-,6.691,-,9.791,-,0.295,-,0.114,3.997,2243.064,45.21,,,正常
安徽省,马鞍山市,青山河,长江流域,当涂查湾,2024-11-23 08:00:00,Ⅱ,14.88,7.5453,-,9.8483,-,2.9266,-,0.1967,-,0.0592,2.5703,228.7281,46.4817,,,正常
四川省,眉山市,岷江,长江流域,彭山岷江大桥,2024-11-23 08:00:00,Ⅱ,16.25,7.81799,-,8.80282,-,1.10434,-,0.025,-,0.06018,3.06037,494.4827,6.70293,,,正常
河南省,安阳市,安阳河,海河流域,彰武水库,2024-11-23 08:00:00,Ⅰ,13.908,8.228,-,10.332,-,1.5766,-,0.0465,-,0.0177,3.6659,629.6,6.37,,,正常
山东省,菏泽市,,淮河流域,徐寨,2024-11-23 08:00:00,Ⅳ,14.587,8.037,-,4.189,-,5.69,-,0.624,-,0.14,3.443,2303.52,26.302,,,正常
云南省,大理白族自治州,黑惠江,西南诸河,徐村桥,2024-11-23 08:00:00,Ⅳ,15.03,8.03234,-,8.585,-,0.51541,-,0.06659,-,0.21704,1.45719,200.73,487.3549,,,正常
安徽省,马鞍山市,得胜河,长江流域,得胜河入江口,2024-11-23 08:00:00,Ⅳ,14.67,7.4082,-,5.1539,-,4.981,-,1.0746,-,0.1141,4.7426,570.4993,68.909,,,正常
重庆市,渝北区,御临河,长江流域,御临镇,2024-11-23 08:00:00,Ⅱ,18.36,7.933,-,6.729,-,3.147,-,0.095,-,0.0629,2.049,600.31,17.715,,,正常
安徽省,合肥市,巢湖,巢湖流域,忠庙,2024-11-23 08:00:00,Ⅳ,14.17,7.822,-,9.095,-,3.667,-,0.025,-,0.0592,1.604,313.57,56.76,0.0031,1950320,正常
北京市,怀柔区,怀柔水库,海河流域,怀柔水库,2024-11-23 08:00:00,Ⅱ,8.86,7.97,-,9.24,-,2.411,-,0.025,-,0.005,1.49,455.4,2.87,,,正常
上海市,上海市,淀山湖,太湖流域,急水港桥,2024-11-23 08:00:00,-3,14.3,8.04,-,6.82,-,,-,0.179,-,0.08,2.305,562.9,25.5,0.0034,366428.5,维护
青海省,海西蒙古族藏族自治州,格尔木河,西北诸河,总场水闸,2024-11-23 08:00:00,Ⅰ,2.95,8.47074,-,9.48866,-,0.50967,-,0.025,-,0.00551,0.79343,845.2468,32.71274,,,正常
内蒙古自治区,巴彦淖尔市,总排干,黄河流域,总排干入黄口,2024-11-23 08:00:00,Ⅳ,4.27,8.977394,-,8.878325,-,6.565703,-,0.1008336,-,0.02242564,0.7210557,,12.74411,,,维护
江苏省,淮安市,苏北灌溉总渠,淮河流域,总渠苏嘴,2024-11-23 08:00:00,Ⅱ,13.87,7.825,-,8.266,-,2.703,-,0.0574,-,0.0354,1.284,598.55,20.59,,,正常
湖北省,恩施土家族苗族自治州,清江,长江流域,恩施大沙坝,2024-11-23 08:00:00,Ⅱ,15.65,7.541,-,8.1,-,1.17,-,0.163,-,0.0789,3.8,392.79,6.1,,,正常
河南省,信阳市,,淮河流域,息县大埠口,2024-11-23 08:00:00,Ⅱ,14.85411,7.14614,-,6.45485,-,1.57887,-,0.052,-,0.03887,1.74216,357.6043,17.24691,,,正常
内蒙古自治区,呼伦贝尔市,雅鲁河,松花江流域,成吉思汗,2024-11-23 08:00:00,Ⅳ,3.4,7.29,-,10.72,-,6.371,-,0.025,-,0.0104,2.568,238.9,1.08,,,正常
江苏省,宿迁市,洪泽湖,淮河流域,成河乡中,2024-11-23 08:00:00,Ⅲ,12.1883,8.109,-,10.1144,-,3.9084,-,0.025,-,0.0463,1.206,610.844,52.778,0.01244,5737500,正常
江西省,景德镇市,乐安河,长江流域,戴村,2024-11-23 08:00:00,Ⅱ,18.135,7.31,-,6.36,-,3.21,-,0.363,-,0.0306,1.864,1098.006,3.61,,,正常
山东省,泰安市,,黄河流域,戴村坝（王台大桥）,2024-11-23 08:00:00,Ⅱ,13.51,7.97,-,9.64,-,3.035,-,0.147,-,0.0379,7.84,1138.36,5.3,,,正常
江苏省,淮安市,三河,淮河流域,戴楼衡阳(塔集),2024-11-23 08:00:00,Ⅱ,13.75,8.24,-,9.15,-,3.461,-,0.0895,-,0.044,1.202,549.83,7,0.04891,,正常
河北省,秦皇岛市,戴河,海河流域,戴河口,2024-11-23 08:00:00,Ⅴ,8.110001,7.482507,-,9.859052,-,11.691,-,0.7541,-,0.0381,3.5351,30973.97,15.41456,,,正常
四川省,泸州市,长江,长江流域,手爬岩,2024-11-23 08:00:00,Ⅱ,19.07,7.9552,-,8.1993,-,1.3313,-,0.025,-,0.0451,1.1006,410.542,20.6998,,,正常
西藏自治区,拉萨市,拉萨河,西南诸河,才纳(帮布布),2024-11-23 08:00:00,Ⅱ,6.3,7.87,-,6.64,-,0.63,-,0.082,-,0.023,0.382,221.5,23.3,,,正常
青海省,西宁市,湟水,黄河流域,扎马隆,2024-11-23 08:00:00,Ⅲ,2.25466,7.97962,-,10.69385,-,4.10697,-,0.09891,-,0.03762,2.931,523.1243,88.56602,,,正常
云南省,西双版纳傣族自治州,南览河,西南诸河,打洛江大桥,2024-11-23 08:00:00,Ⅰ,17.68,7.87296,-,8.76437,-,0.87887,-,0.025,-,0.01513,0.55734,134.6707,252.4516,,,正常
贵州省,遵义市,湘江（黔）,长江流域,打秋坪,2024-11-23 08:00:00,Ⅲ,16.37,7.543,-,7.71,-,1.9,-,0.059,-,0.11,6.171,736,5.2,,,正常
贵州省,安顺市,打邦河,珠江流域,打邦,2024-11-23 08:00:00,Ⅱ,21.59,8.0169,-,7.182,-,0.66,-,0.025,-,0.0227,2.757,456.92,10.664,,,正常
湖南省,怀化市,渠水,长江流域,托口渠水,2024-11-23 08:00:00,Ⅱ,20.62,6.98,-,6.215,-,0.893,-,0.025,-,0.0234,0.951,147.7,3.312,,,正常
甘肃省,兰州市,黄河,黄河流域,扶和桥,2024-11-23 08:00:00,Ⅱ,8.18,8.17851,-,8.55518,-,2.83544,-,0.19553,-,0.03989,1.92273,501.1166,98.50414,,,正常
甘肃省,临夏回族自治州,大夏河,黄河流域,折桥,2024-11-23 08:00:00,-3,12.49,7.47598,-,,-,,-,,-,,,398.2442,38.78407,,,维护
云南省,玉溪市,抚仙湖,珠江流域,抚仙湖心,2024-11-23 08:00:00,Ⅱ,18.56,8.39,-,6.959,-,1.327,-,0.025,-,0.005,0.168,281.73,1.03,0.00193,214508.8,正常
黑龙江省,齐齐哈尔市,,松花江流域,拉哈,2024-11-23 08:00:00,Ⅱ,1.05,7.021,-,10.424,-,3.87,-,0.163,-,0.0746,0.912,141.959,27.99,,,正常
云南省,怒江傈僳族自治州,怒江,西南诸河,拉甲木底桥,2024-11-23 08:00:00,Ⅰ,10.84781,8.39125,-,10.80514,-,0.5,-,0.025,-,0.005,0.29214,350.1415,20.67693,,,正常
江苏省,无锡市,太湖,太湖流域,拖山,2024-11-23 08:00:00,Ⅳ,13.1,8.13,-,9.48,-,3.44,-,0.074,-,0.063,1.674,411.9,31.21,0.01679,551551.8,正常
湖北省,天门市,天门河,长江流域,拖市,2024-11-23 08:00:00,Ⅲ,13.84,7.394,-,6.67,-,4.56,-,0.1702,-,0.0922,4.07,1392.6,31.055,,,正常
四川省,资阳市,沱江,长江流域,拱城铺渡口,2024-11-23 08:00:00,Ⅲ,16.78,8.014,-,10.366,-,1.244,-,0.025,-,0.1178,3.394,654.87,16.54,,,正常
山西省,晋城市,沁河,黄河流域,拴驴泉,2024-11-23 08:00:00,Ⅱ,11.92,8.0155,-,10.5531,-,0.7481,-,0.025,-,0.0249,4.2284,862.2299,12.7616,,,正常
四川省,宜宾市,长江,长江流域,挂弓山,2024-11-23 08:00:00,Ⅱ,19.1856,8.10591,-,8.62295,-,1.00552,-,0.025,-,0.03684,1.24832,376.8371,3.58766,,,正常
湖南省,长沙市,捞刀河,长江流域,捞刀河口,2024-11-23 08:00:00,Ⅱ,15.62,7.38,-,7.646,-,1.926,-,0.0946,-,0.0844,1.834,285.2,34.72,,,正常
山东省,临沂市,白马河,淮河流域,捷庄(涝沟桥),2024-11-23 08:00:00,Ⅱ,12.03,7.433,-,9.538,-,3.732,-,0.055,-,0.082,4.047,793.631,15.799,,,正常
湖北省,荆州市,洪湖,长江流域,排水闸,2024-11-23 08:00:00,Ⅳ,14.02,7.4665,-,7.649,-,5.519,-,0.1864,-,0.0662,1.369,426.2609,72.7692,0.00578,2.543162E+07,正常
广东省,湛江市,九洲江,珠江流域,排里,2024-11-23 08:00:00,Ⅲ,24.98,6.98,-,5.08,-,4.58,-,0.122,-,0.12,1.319,145.11,28.74,,,正常
黑龙江省,哈尔滨市,松花江,松花江流域,摆渡镇,2024-11-23 08:00:00,Ⅱ,3.431,7.982,-,11.5336,-,3.453,-,0.1012,-,0.0717,3.082,389.85,21.47,,,正常
重庆市,重庆市,綦江河,长江流域,支坪街道,2024-11-23 08:00:00,Ⅱ,18.03,8.174,-,8.777,-,1.489,-,0.025,-,0.0378,2.178,597.5592,12.7525,,,正常
江苏省,盐城市,斗龙港,淮河流域,斗龙港闸,2024-11-23 08:00:00,Ⅲ,14.883,7.42,-,6.717,-,4.623,-,0.2428,-,0.1099,2.307,1140.306,23.818,,,正常
云南省,昆明市,滇池,滇池流域,断桥,2024-11-23 08:00:00,Ⅳ,17.09,8.169,-,10.656,-,4.021,-,0.025,-,0.063,,623.1,8.52,0.01714,1.594528E+07,维护
内蒙古自治区,兴安盟,洮儿河,松花江流域,斯力很,2024-11-23 08:00:00,Ⅱ,2.4,7.61,-,11.45,-,2.72,-,0.025,-,0.049,3.721,152.7,33.7,,,正常
贵州省,安顺市,三岔河,长江流域,斯拉河大桥,2024-11-23 08:00:00,Ⅲ,19.14,7.574,-,5.792,-,2.383,-,0.025,-,0.0108,3.09,444.69,1.8,,,正常
陕西省,西安市,渭河,黄河流域,新丰镇大桥,2024-11-23 08:00:00,Ⅱ,11.73,7.9252,-,7.3051,-,2.9891,-,0.1446,-,0.0927,6.3219,938.502,49.5003,,,正常
北京市,朝阳区,通惠河,海河流域,新八里桥,2024-11-23 08:00:00,Ⅲ,15.63,7.176,-,7.502,-,4.667,-,0.1176,-,0.0503,11.549,932.258,1.897,,,正常
江苏省,泰州市,十圩港,长江流域,新十圩港大桥,2024-11-23 08:00:00,Ⅲ,16.04,7.94,-,6.11,-,2.127,-,0.1707,-,0.108,2.418,405,321.76,,,正常
云南省,丽江市,金沙江,长江流域,新华,2024-11-23 08:00:00,Ⅰ,9.3893,8.45195,-,10.16996,-,1.11717,-,0.025,-,0.00728,0.41776,1390.37,8.77787,,,正常
安徽省,淮南市,淮河,淮河流域,新城口,2024-11-23 08:00:00,Ⅱ,18.00204,7.91245,-,8.05056,-,2.61931,-,0.025,-,0.06908,2.8259,729.9492,11.04483,,,正常
甘肃省,兰州市,黄河,黄河流域,新城桥,2024-11-23 08:00:00,-3,,,-,,-,,-,0.025,-,0.005,,,,,,维护
山东省,烟台市,,淮河流域,新夹河大桥,2024-11-23 08:00:00,Ⅲ,14.4105,8.5366,-,10.9927,-,5.3371,-,0.1067,-,0.1218,6.8589,731.9711,26.3225,,,正常
安徽省,六安市,淠河,淮河流域,新安渡口,2024-11-23 08:00:00,Ⅱ,15.95264,7.25926,-,7.0999,-,3.03617,-,0.17435,-,0.0293,2.30825,258.6093,18.02199,,,正常
江西省,赣州市,赣江,长江流域,新庙前,2024-11-23 08:00:00,Ⅱ,19.49,7.389,-,7.566,-,1.15,-,0.1049,-,0.0565,1.9504,250.616,8.254,,,正常
河北省,秦皇岛市,新开河,海河流域,新开河口,2024-11-23 08:00:00,Ⅳ,16.44,6.14848,-,5.744205,-,5.682901,-,1.0051,-,0.0311,,45203.67,5.622413,,,维护
湖北省,孝感市,汉北河,长江流域,新沟闸,2024-11-23 08:00:00,Ⅲ,15.13,7.54,-,5.91,-,3.204,-,0.383,-,0.1218,1.419,789.72,16.59,,,正常
云南省,昆明市,,滇池流域,新河村入湖口（金属筛片厂小桥）,2024-11-23 08:00:00,Ⅲ,16.76,7.35,-,5.857,-,3.4666,-,0.0991,-,0.0502,10.1742,696.73,12.024,,,正常
江苏省,镇江市,运粮河,长江流域,新河桥,2024-11-23 08:00:00,Ⅱ,15.81,7.34,-,7.045,-,2.035,-,0.1057,-,0.0765,1.416,372,24.41,,,正常
江苏省,盐城市,新洋港,淮河流域,新洋港闸,2024-11-23 08:00:00,Ⅲ,14.4,7.372,-,5.88,-,5.012,-,0.2848,-,0.1048,2.429,1069.77,18.42,,,正常
浙江省,湖州市,西苕溪,太湖流域,新港口(新塘港),2024-11-23 08:00:00,Ⅱ,15.85,8.19,-,10.95,-,2.775,-,0.1667,-,0.049,1.444,322.27,108.41,0.02138,,正常
江苏省,镇江市,捆山河,太湖流域,新港桥,2024-11-23 08:00:00,Ⅲ,15.31,7.567,-,5.779,-,2.276,-,0.0694,-,0.027,1.149,327.9,14.6,,,正常
安徽省,黄山市,扬之河,浙闽片河流,新管,2024-11-23 08:00:00,Ⅱ,13.49509,8.11049,-,9.83178,-,1.42731,-,0.025,-,0.04319,1.88552,306.9572,5.99393,,,正常
山东省,济宁市,新薛河,淮河流域,新薛河入湖口,2024-11-23 08:00:00,Ⅱ,14.873,8.239,-,9.474,-,3.166,-,0.025,-,0.039,9.252,1848.12,13.974,,,正常
河南省,郑州市,双洎河,淮河流域,新郑黄甫寨,2024-11-23 08:00:00,Ⅲ,13.3,7.8855,-,6.914,-,4.073,-,0.4982,-,0.0979,4.484,1180.55,17.04,,,正常
广东省,梅州市,,珠江流域,新铺,2024-11-23 08:00:00,-3,21.16,7.356,-,6.77,-,1.5821,-,,-,0.0412,1.8077,144.71,9.525,,,维护
河南省,南阳市,唐河,长江流域,方城夏河,2024-11-23 08:00:00,Ⅱ,13.75,7.6869,-,9.4069,-,2.5701,-,0.0745,-,0.0678,7.5243,758.289,11.6248,,,正常
安徽省,合肥市,南淝河,巢湖流域,施口,2024-11-23 08:00:00,Ⅲ,15.88,7.2372,-,7.0585,-,4.024,-,0.4266,-,0.1486,4.2561,798.7049,53.2311,,,正常
贵州省,黔东南苗族侗族自治州,清水江,长江流域,旁海,2024-11-23 08:00:00,Ⅱ,17.4,7.978,-,7.537,-,1.1,-,0.09,-,0.0385,2.307,548.69,17.66,,,正常
江西省,上饶市,信江,长江流域,旗山,2024-11-23 08:00:00,Ⅱ,17.41,7.56,-,9.416,-,1.627,-,0.025,-,0.0401,2.084,207.55,5.25,,,正常
广东省,东莞市,石马河,珠江流域,旗岭,2024-11-23 08:00:00,Ⅴ,22.38,7.182,-,6.485,-,3.298,-,1.8938,-,0.2665,7.259,382.53,94.25,,,正常
上海市,上海市,黄浦江,太湖流域,明星路桥,2024-11-23 08:00:00,Ⅴ,16.66,7.46298,-,6.56428,-,10.63773,-,0.6463,-,0.30505,1.52785,450.9382,176.7104,,,正常
四川省,攀枝花市,安宁河,长江流域,昔街大桥,2024-11-23 08:00:00,Ⅱ,14.92,7.8,-,8.83,-,1.21,-,0.164,-,0.063,2.207,244.46,41.94,,,正常
陕西省,延安市,仕望河,黄河流域,昝家山,2024-11-23 08:00:00,Ⅱ,6.08,8.130676,-,10.85762,-,2.261,-,0.0661,-,0.0631,4.4231,1209.173,36.20464,,,正常
云南省,玉溪市,星云湖,珠江流域,星云湖心,2024-11-23 08:00:00,Ⅴ,17.5,7.463,-,3.301,-,7.038,-,0.025,-,0.1274,1.461,673.02,16.01,0.00548,1.210364E+07,正常
湖南省,长沙市,湘江,长江流域,昭山,2024-11-23 08:00:00,Ⅱ,18.88,7.76,-,8.05,-,2.212,-,0.025,-,0.05,1.804,292.9,15.75,,,正常
河南省,平顶山市,昭平台水库,淮河流域,昭平台水库,2024-11-23 08:00:00,-3,13.66573,8.04436,-,9.42667,-,,-,0.025,-,0.00956,0.29199,274.7,5.50619,0.0013,135549.9,维护
云南省,昆明市,,滇池流域,晋城小寨,2024-11-23 08:00:00,Ⅲ,13.89,7.7316,-,6.0196,-,3.8,-,0.1528,-,0.1149,9.826,783.216,2.4044,,,正常
重庆市,万州区,长江,长江流域,晒网坝,2024-11-23 08:00:00,Ⅱ,20.87,7.837,-,7.565,-,1.6,-,0.0377,-,0.057,1.799,388.6151,5.8621,,,正常
云南省,昆明市,普渡河,长江流域,普渡河桥,2024-11-23 08:00:00,Ⅲ,16.6,8.0722,-,7.4503,-,3.4123,-,0.0424,-,0.1066,4.7078,736.0062,14.33,,,正常
云南省,临沧市,澜沧江,西南诸河,景临桥,2024-11-23 08:00:00,Ⅱ,23.17,8.24663,-,6.49462,-,1.93015,-,0.025,-,0.0191,0.5069,224.067,11.80173,,,正常
辽宁省,盘锦市,辽河,辽河流域,曙光大桥,2024-11-23 08:00:00,Ⅲ,7.69,8.432,-,11,-,4.532,-,0.093,-,0.104,3.634,716.65,83.21,,,正常
河北省,邯郸市,滏阳河,海河流域,曲周,2024-11-23 08:00:00,Ⅱ,11.79,7.826,-,8.684,-,3.042,-,0.238,-,0.0816,4.093,1203.496,26.154,,,正常
山西省,吕梁市,岚河,黄河流域,曲立,2024-11-23 08:00:00,Ⅰ,4.58,7.917259,-,9.606001,-,1.331,-,0.025,-,0.005,4.2991,589.247,15.75545,,,正常
天津市,西青区,南水北调天津段,海河流域,曹庄子泵站,2024-11-23 08:00:00,Ⅰ,14.49,7.921,-,10.88,-,1.176,-,0.025,-,0.01,1.092,280.73,1.91,,,正常
江苏省,扬州市,淮河流域,淮河流域,曹庄桥,2024-11-23 08:00:00,Ⅱ,16.65,7.83,-,7.48,-,2.485,-,0.045,-,0.0778,1.621,377.9,44.64,,,正常
四川省,宜宾市,岷江,长江流域,月波,2024-11-23 08:00:00,Ⅲ,16.53,7.84,-,9.376,-,1.25,-,0.3009,-,0.1037,1.772,335.7,14,,,正常
四川省,乐山市,青衣江,长江流域,木城镇,2024-11-23 08:00:00,Ⅱ,15.27,7.94719,-,9.39405,-,0.54388,-,0.025,-,0.04721,2.13382,272.4899,25.00146,,,正常
广西壮族自治区,防城港市,防城江,珠江流域,木头滩,2024-11-23 08:00:00,Ⅱ,22.82,7.28434,-,7.90547,-,2.0466,-,0.025,-,0.04602,0.93962,40.85585,2.539,,,正常
重庆市,涪陵区,渠溪河,长江流域,木瓜洞,2024-11-23 08:00:00,Ⅳ,19.13,7.6667,-,4.12,-,3.056,-,0.025,-,0.0598,1.797,420.8282,4.575,,,正常
江苏省,苏州市,朱厍港,太湖流域,朱厍港口,2024-11-23 08:00:00,Ⅳ,14.11,7.415,-,4.212,-,3.1304,-,0.0807,-,0.0368,1.5052,550.917,28.874,,,正常
湖北省,武汉市,涢水,长江流域,朱家河口,2024-11-23 08:00:00,Ⅳ,15.8,7.331759,-,6.486123,-,4.884039,-,1.114,-,0.187,5.334839,592.8159,88.02439,,,正常
湖北省,襄阳市,蛮河,长江流域,朱市,2024-11-23 08:00:00,Ⅲ,13.46,7.83,-,9.194,-,2.384,-,0.3674,-,0.1374,2.583,970.1236,15.07,,,正常
重庆市,江津区,临江河,长江流域,朱杨溪,2024-11-23 08:00:00,Ⅲ,18.21,7.85,-,9.537,-,3.847,-,0.025,-,0.1276,5.048,788.92,12.93,,,正常
黑龙江省,哈尔滨市,松花江,松花江流域,朱顺屯,2024-11-23 08:00:00,Ⅱ,4.065,8.15562,-,9.5993,-,3.901,-,0.0712,-,0.0649,2.707,369.912,25.7059,,,正常
山西省,朔州市,苍头河,黄河流域,杀虎口,2024-11-23 08:00:00,Ⅱ,2.75,8.163172,-,9.64734,-,2.471,-,0.025,-,0.01681,1.2651,749.409,7.779593,,,正常
河北省,承德市,伊逊河,海河流域,李台,2024-11-23 08:00:00,Ⅳ,3.79,8.340673,-,11.7067,-,3.871,-,0.2401,-,0.29681,8.3131,688.975,88.87302,,,正常
安徽省,淮北市,澥河,淮河流域,李大桥闸,2024-11-23 08:00:00,Ⅲ,14.32,7.8016,-,7.017,-,4.14,-,0.0374,-,0.0514,0.5277,1036.56,7.828,,,正常
四川省,自贡市,沱江,长江流域,李家湾,2024-11-23 08:00:00,Ⅱ,18.33,7.99,-,8.13,-,1.838,-,0.025,-,0.0977,3.433,591.6,12.4,,,正常
辽宁省,朝阳市,老虎山河,辽河流域,李家湾大桥,2024-11-23 08:00:00,Ⅰ,6.05,7.8406,-,11.4778,-,0.582,-,0.025,-,0.0168,5.2037,560.6774,3.5769,,,正常
重庆市,重庆市,清流河,长江流域,李家碥,2024-11-23 08:00:00,Ⅲ,16.8,7.747,-,6.987,-,4.611,-,0.085,-,0.047,1.223,496.12,16.919,,,正常
江苏省,徐州市,沭河,淮河流域,李庄,2024-11-23 08:00:00,Ⅲ,15.19,7.644,-,5.628,-,3.806,-,0.4373,-,0.1036,2.48,727.7,19.2,,,正常
四川省,乐山市,大渡河,长江流域,李码头,2024-11-23 08:00:00,Ⅱ,14.94,7.7674,-,9.25776,-,0.73795,-,0.025,-,0.02583,1.35276,278.6456,4.98939,,,正常
江苏省,徐州市,沿河,淮河流域,李集桥,2024-11-23 08:00:00,Ⅲ,16.08,8.06,-,8.03,-,4.587,-,0.0306,-,0.0543,0.863,843.97,15.32,,,正常
河北省,保定市,潴龙河,海河流域,杜里村,2024-11-23 08:00:00,Ⅱ,4.34,8.5785,-,12.34,-,2.1891,-,0.025,-,0.0303,4.1017,547.06,32.67,,,正常
云南省,玉溪市,杞麓湖,珠江流域,杞麓湖心,2024-11-23 08:00:00,Ⅳ,16.7,,-,8.992,-,7.007,-,0.055,-,0.0868,2.496,666.5,50.5,0.00205,2.696502E+08,正常
河北省,沧州市,,海河流域,杨官庄自动站,2024-11-23 08:00:00,Ⅳ,10.96,7.944,-,9.836,-,7.142,-,0.289,-,0.069,3.909,,39.614,,,维护
湖北省,荆州市,松滋河,长江流域,杨家垱,2024-11-23 08:00:00,Ⅰ,13.79,7.8,-,7.83,-,1.08,-,0.076,-,0.02,1.032,351.09,11.94,,,正常
浙江省,湖州市,杨家浦港,太湖流域,杨家浦,2024-11-23 08:00:00,Ⅱ,15.97888,7.715763,-,6.823053,-,2.69,-,0.315,-,0.011,2.926,349.9846,91.93979,,,正常
陕西省,延安市,,黄河流域,杨家畔村,2024-11-23 08:00:00,Ⅱ,5.96,8.522012,-,10.96146,-,3.101,-,0.1621,-,0.05811,6.5991,1433.482,108.8226,,,正常
湖北省,荆州市,,长江流域,杨柴湖,2024-11-23 08:00:00,Ⅴ,14.8,7.3,-,3.06,-,6.801,-,0.3756,-,0.1102,1.643,439.6,164.6,0.00977,7478346,正常
湖北省,武汉市,长江,长江流域,杨泗港,2024-11-23 08:00:00,Ⅱ,18.49,7.869,-,7.724,-,1.52,-,0.025,-,0.063,1.736,401.73,28.69,,,正常
河北省,廊坊市,,海河流域,杨洼闸（王家摆）,2024-11-23 08:00:00,Ⅱ,10.39,8.150742,-,10.45643,-,3.341,-,0.0461,-,0.06721,8.3691,1038.85,80.0623,,,正常
安徽省,阜阳市,颍河,淮河流域,杨湖,2024-11-23 08:00:00,Ⅲ,15.96236,8.08202,-,8.54215,-,2.53203,-,0.02844,-,0.10745,4.14863,915.6475,13.7876,,,正常
辽宁省,铁岭市,寇河,辽河流域,松树水文站,2024-11-23 08:00:00,Ⅱ,0.39,8.115,-,12.74,-,2.645,-,0.041,-,0.037,6.323,359.44,13.53,,,正常
海南省,儋州市,,珠江流域,松涛水库南丰库心,2024-11-23 08:00:00,Ⅳ,25.18593,7.014144,-,3.215722,-,1.565393,-,0.025,-,0.008909732,0.4094948,76.89654,1.278678,0.003122559,765617.4,正常
福建省,南平市,松源溪,浙闽片河流,松溪岩下,2024-11-23 08:00:00,Ⅱ,16.22163,7.4123,-,10.3896,-,1.42034,-,0.052,-,0.041,1.016,88.64379,9.93095,,,正常
浙江省,丽水市,松阴溪,浙闽片河流,松阳二中,2024-11-23 08:00:00,Ⅱ,17.45,7.529,-,7.345,-,1.65,-,0.025,-,0.0471,3.291,402.163,1.728,,,正常
河南省,驻马店市,汝河,淮河流域,板桥水库,2024-11-23 08:00:00,Ⅱ,13.47,7.676,-,7.401,-,3.783,-,0.025,-,0.029,0.597,244.4953,10.11,,,正常
吉林省,四平市,条子河,辽河流域,林家,2024-11-23 08:00:00,Ⅲ,3.63,8.0584,-,11.0347,-,4.01,-,0.363,-,0.141,12.814,807.5998,2.9542,,,正常
天津市,蓟州区,果河,海河流域,果河桥,2024-11-23 08:00:00,Ⅱ,10.47,7.93,-,9.7,-,0.637,-,0.0495,-,0.021,10.606,761.9,1.15,,,正常
安徽省,铜陵市,长河,长江流域,枞阳大闸,2024-11-23 08:00:00,Ⅱ,17.22003,7.89391,-,9.0245,-,2.15948,-,0.10304,-,0.05086,2.11535,358.6794,27.47025,,,正常
浙江省,嘉兴市,枫泾塘,太湖流域,枫南大桥,2024-11-23 08:00:00,Ⅲ,15.7156,7.4259,-,6.3111,-,3.429,-,0.0783,-,0.1052,2.908,486.66,48.3866,,,正常
四川省,攀枝花市,雅砻江,长江流域,柏枝,2024-11-23 08:00:00,Ⅰ,17.95,7.9632,-,7.79106,-,0.68565,-,0.025,-,0.005,0.49975,229.844,1.65506,,,正常
浙江省,台州市,永安溪,浙闽片河流,柏枝岙,2024-11-23 08:00:00,Ⅱ,17.676,7.203,-,9.925,-,0.559,-,0.039,-,0.035,1.417,121.437,6.271,,,正常
陕西省,榆林市,黄河,黄河流域,柏树坪,2024-11-23 08:00:00,Ⅱ,7.302911,8.279685,-,8.851084,-,1.801,-,0.0371,-,0.0231,2.6291,946.797,30.0757,,,正常
江西省,九江市,,长江流域,柘林湖坝上,2024-11-23 08:00:00,Ⅲ,19.731,5.964,-,5.78,-,1.304,-,0.0346,-,0.0058,1.048,81.98,0.404,,,正常
安徽省,合肥市,柘皋河,巢湖流域,柘皋大桥,2024-11-23 08:00:00,Ⅲ,15.62,7.7074,-,5.2757,-,4.1167,-,0.155,-,0.1038,1.1884,420.0779,43.724,,,正常
黑龙江省,齐齐哈尔市,诺敏河,松花江流域,查哈阳乡,2024-11-23 08:00:00,Ⅰ,1.5,7.352,-,12.88,-,1,-,0.025,-,0.017,0.984,128.7,13.3,,,正常
